level,player_deck_hash,opponent_deck_hash,games,wins,losses,win_rate,wilson_lo,wilson_hi,confidence
EXACT,c9eba9795f3be059,8e69a0e7db2dd8a7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d618f01afde0c0c5,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,da2a64c2ecaab66a,48dd52a2dbec2f58,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,e4e79fcca78f4293,7452774657ad1444,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,9d1dad39ec641aa0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,27b307e62db35245,cf54338b6b99acc3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d60bd450662912be,0b99dec21056b2f3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59aefb1a7dfb20a9,64e146b2133f7b99,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,101254ad244275c0,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bb2d316213f97f70,ad9eb15621c47305,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a88ac606b2d71a36,27b307e62db35245,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8f4c6902beadfd10,fbce070f0c6c02f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59aefb1a7dfb20a9,9c9bdd6f955942f8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7b8dec20710c5b73,99ee137d28bac0f3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9d1dad39ec641aa0,b41dab6a922e3a11,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4687026fcbc2d0cb,c61a10379c017038,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,272e341949227f9c,2fa84cd9495ec752,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd3a5d98cf29cbc3,76d558d342480e95,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,755af6541b064429,d97004b63104f708,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f5c72d899ca8b632,2c9b6cbbab859256,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b166b6b93aa1670b,c9d8794e26a87fa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0fb452788ceca249,b43a53d96da0f0b5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,0078ce0f297a4597,b13b062a5e20bcf3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d5e2e6b068b45bf0,04ecfe41e2898127,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,e2db90241152a724,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,ad9eb15621c47305,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a033289729234cd2,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f4f9e0b2dfde5a5c,0b99dec21056b2f3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b3108749e2032d7,48ce6cc5310e298f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c560f1caa3468d1c,b25e7963304a20a1,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bf4fd9046cb2d210,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,64e146b2133f7b99,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ad9eb15621c47305,bd3a5d98cf29cbc3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c560f1caa3468d1c,6f11053c647355ae,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,b166b6b93aa1670b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,78424bb7b3831f69,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,60c3e5ab24904782,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,890af7220ecf499d,d9614beda9774552,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,f95d704202ebc6d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,08243e2321f0e11e,04ecfe41e2898127,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,633a6e693834e6a7,6948b9208b17fad2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b3108749e2032d7,6d7d4d82b45a1f8b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,c8c8ca4e003ab163,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa2fdb668e14e9c4,cf54338b6b99acc3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f9b67c5efbba736e,a88ac606b2d71a36,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd3a5d98cf29cbc3,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8b02f194cdf581d4,4164643d1cfb5694,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,26bc83edcbd7dada,64e146b2133f7b99,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6b960e3ec5086fd3,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f9b67c5efbba736e,215bc19f41007af0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,dec7cdaef424b950,f52b72943cdb12d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6a5ea46694ab74f1,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a4bdaa4cc799960,7436a436fd90a94d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,53f420cb63036c6b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,fb85400b6df83aa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4a256a933ac66a7b,b76538df393ecad6,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b166b6b93aa1670b,c51189f519cd1c07,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5f973872992c4b08,7c0a454617fc9ab4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9d1dad39ec641aa0,7c58f3915e31351e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,86f48729d55f8661,2da70d7f4cb16df3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7398c8069a08a8d1,c560f1caa3468d1c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fa628b3fd76fd4c1,6c534f1524e51c74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,46becdc8f8899835,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,27b307e62db35245,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7e126a3431e21d4d,2a57f95a0978f0cc,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,aa2398e69a3549ad,48ce6cc5310e298f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6a52f924c124b4df,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,81a40d929609bf7c,429baecf852e7cb3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ec75fde5aaa1daf0,a08c00547af63ae9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,52bf12478558b725,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf54338b6b99acc3,5c3b250ebbd0471c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7436a436fd90a94d,8417597ea8879a72,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8ff1e185fabb8099,0078ce0f297a4597,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6948b9208b17fad2,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,79181fc7b7433c70,aa2398e69a3549ad,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ca8556aeaedd5e09,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,910dcaefeb77a2f0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3da418017b237a5f,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,27b307e62db35245,c9d8794e26a87fa3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6c534f1524e51c74,52bf12478558b725,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,74c27650b18b57e3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7d3dd55013032486,6b960e3ec5086fd3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f62466cb40363d5e,6c534f1524e51c74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,70bab7cb8c68f6d0,2b2e5439cf9cc23e,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,95cf523ef7febb46,4911d251036bbddc,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a847f32547a773fd,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,f12a75c0e5a5c261,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,948b0508c38b60ba,4a256a933ac66a7b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6620d7bcbd15b965,48462cea7bb2adca,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,48dcbf6680fdded7,c62b983d72cc9030,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,9f7b10daf7dc00ca,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9b0067512e7461eb,31235eddd9aefebc,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,9e806ea24e98166b,59aefb1a7dfb20a9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,633a6e693834e6a7,e7e6ae056098df1c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,dec7cdaef424b950,890af7220ecf499d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,eac7d1e616d44bf4,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8417597ea8879a72,c80ecfa9fa17df43,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7d49edaa78ac6f8c,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,433c63791dfad146,aa2398e69a3549ad,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2dad2c302cbb4a32,da71c738ef47665c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,f2d7e132a10b9ad9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,06382fe8bcef5212,59aefb1a7dfb20a9,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6c534f1524e51c74,07ff69c74632b4c4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59aefb1a7dfb20a9,0d651d7ecc471d41,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6c534f1524e51c74,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,69d88f938f8b3f54,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,65c1c1667f96d6d8,596d814be92eab55,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,2fa84cd9495ec752,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a847f32547a773fd,6948b9208b17fad2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6c534f1524e51c74,1a151591a6ec4386,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,69252ea384766495,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,713a673323897fef,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9009f46efe8e7721,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,619c4f503791d5d8,8638514a3b38c1c8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,3aff49e27d78ff81,4911d251036bbddc,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,31235eddd9aefebc,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,0f8ded0dab3abdd6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b04165f456e6f563,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,afaa4ac744b28ee5,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2768139fe1eb6d0b,eb1222900df9baf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,6b960e3ec5086fd3,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a38180053506b20f,e34dae96b1984485,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2e79a10ee3ba9449,7436a436fd90a94d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d9614beda9774552,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,272e624d9683e14e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,c8c8ca4e003ab163,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,890af7220ecf499d,65c1c1667f96d6d8,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4a256a933ac66a7b,c51189f519cd1c07,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7c0a454617fc9ab4,9d1dad39ec641aa0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,7e126a3431e21d4d,aa2398e69a3549ad,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,f2390a7e5d8e3c94,28e08086f5844701,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c2e2a1d6f6290e71,cf54338b6b99acc3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c51189f519cd1c07,a88ac606b2d71a36,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,86c088ba7b657377,6ceb5146e7203de6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,102eedd09a52a911,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5c3b250ebbd0471c,1461973842ae99c3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,598876e4552e2f81,25cfcf0100ef1145,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,59138a345c6b933a,ec75fde5aaa1daf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b4469cd28d438fb3,64e146b2133f7b99,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2209c374c5fe2353,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bd3a5d98cf29cbc3,4687026fcbc2d0cb,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7c0a454617fc9ab4,c8c8ca4e003ab163,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,22e465ba34de23db,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4911d251036bbddc,6c534f1524e51c74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,dafa1e6efd85150e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e219a37a1170ce98,272e341949227f9c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,bd3a5d98cf29cbc3,08243e2321f0e11e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b166b6b93aa1670b,9c8099036f7d7f16,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,48d55595933d4482,2e6ecf8381bfd901,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2fa84cd9495ec752,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a08c00547af63ae9,8d8af3b7021430ef,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8417597ea8879a72,23b16a1d79ac3afc,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,8417597ea8879a72,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,28e08086f5844701,59138a345c6b933a,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,247a5dc95aff7788,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,da2a64c2ecaab66a,1461973842ae99c3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4164643d1cfb5694,36b9eec2910872dd,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,11537082a1d27571,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,37f128dd13a7fe6c,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,5d6516d5aaf4c75d,b166b6b93aa1670b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8be9c7c4fe9d0254,ec75fde5aaa1daf0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,40fa447486e93faf,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,8f4c6902beadfd10,6c534f1524e51c74,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,15b2a18ec6e238e1,22d3f669e8184599,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,999a5669c80f5ad1,c32b0ee23a53e88a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,a52543fc87a97ef2,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,d97004b63104f708,2b3108749e2032d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf54338b6b99acc3,05e63c3f2a7ecec1,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,26c6379657a2c820,d8c9db09b2d04f55,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,633a6e693834e6a7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,52bf12478558b725,48dcbf6680fdded7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b114cc9bd6f2c80c,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,50bffd8b08d6667c,0fb452788ceca249,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,ad9eb15621c47305,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,04ecfe41e2898127,6948b9208b17fad2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b4b5a378368fad61,b43a53d96da0f0b5,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7c0a454617fc9ab4,884c0683209ead35,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,27b307e62db35245,c8c8ca4e003ab163,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b43a53d96da0f0b5,7c0a454617fc9ab4,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,ec75fde5aaa1daf0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ec6f84cdcccc913b,a033289729234cd2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,f519414181f507a2,f95d704202ebc6d7,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,94a74a2b69d27207,d60bd450662912be,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,543ca4bbd0093585,22d3f669e8184599,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf54338b6b99acc3,e7e6ae056098df1c,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,64e146b2133f7b99,831fd3a04060c7c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c7200b56dc7c4c6f,7c58f3915e31351e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,c9d8794e26a87fa3,dafa1e6efd85150e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a256a933ac66a7b,f86ba61cccf3ccb1,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,7436a436fd90a94d,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,898f15c46cf94538,3da418017b237a5f,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,902b00d2b6f713c2,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,31235eddd9aefebc,a75a8d5778834ad9,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,a7ecb399eff72c6a,bf4fd9046cb2d210,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,ad9eb15621c47305,dec7cdaef424b950,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,b43a53d96da0f0b5,e51fedf968c4efda,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,6c534f1524e51c74,aa2398e69a3549ad,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b3108749e2032d7,433c63791dfad146,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,fb8f0ed22caee7b4,6320e3b35bf45d3c,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cb942fc9fc700141,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ecb9fd41d48b6ccb,831fd3a04060c7c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,aa2398e69a3549ad,815f539a0c57442e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,46becdc8f8899835,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,831fd3a04060c7c2,94d15b6068715910,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,4164643d1cfb5694,3c1906459f149732,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,59138a345c6b933a,7c58f3915e31351e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e6c8c8b46da53cae,86f48729d55f8661,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a256a933ac66a7b,90c1a3f3163f9edd,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d787bd2fa5f6c5e3,4a256a933ac66a7b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,0e7a9c48c0fbb1bb,ccd41f8554b530ab,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,bb2006b5432dd110,4911d251036bbddc,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,2b3108749e2032d7,aa2398e69a3549ad,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,98df4170353e7c8e,b8a17357fd357b34,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,878d8d9ada634b46,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,65c1c1667f96d6d8,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,e5766997074f72cb,c9d8794e26a87fa3,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,ae0a52064d430013,478924c6d1995606,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9908e937128aa33b,31235eddd9aefebc,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf54338b6b99acc3,593615e603566f8f,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,01e3b9c098771ebd,aa2398e69a3549ad,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4a4c8fdc31bc148f,53f420cb63036c6b,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,98ecdbce8bd61a0f,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,a88ac606b2d71a36,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,78424bb7b3831f69,f575288d2b9f7bd3,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,2b3108749e2032d7,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,d5e2e6b068b45bf0,0741acc7a0a81516,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf0f955995a47140,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,b8027dd41807d784,4a256a933ac66a7b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,4911d251036bbddc,70bab7cb8c68f6d0,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,9c8099036f7d7f16,910dcaefeb77a2f0,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,cf6d10eb0b2ec055,2768139fe1eb6d0b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,18b76759876ddefa,6c534f1524e51c74,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,2b3108749e2032d7,902b00d2b6f713c2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,c9d8794e26a87fa3,7c58f3915e31351e,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,86499e4fd823b2f6,6948b9208b17fad2,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,7c0a454617fc9ab4,e34dae96b1984485,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,831fd3a04060c7c2,9cf95f0d27401a58,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,8d8af3b7021430ef,59138a345c6b933a,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,20ba66c22462a120,41e645122e9d59c6,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
EXACT,cf54338b6b99acc3,7eeb119d5acc4906,1,0,1,0.0,0.0,0.7935,INSUFFICIENT
EXACT,753c7d1f9e30d5be,4a256a933ac66a7b,1,1,0,1.0,0.2065,1.0,INSUFFICIENT
